r17^t,r18^t,r19^t,r20^t,r21^t,c3a^t,c3b^t,o1^t,c3b^t+1,
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861111111111111
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13888888888888887
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6285714285714287
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.37142857142857144
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4333333333333333
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5666666666666667
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.3
1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7000000000000001
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.896551724137931
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.10344827586206898
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.06666666666666668
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9333333333333333
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.2631578947368421
1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.7368421052631579
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7924528301886792
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20754716981132074
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2222222222222222
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3658536585365854
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.6341463414634146
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.2647058823529412
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.7352941176470589
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7999999999999999
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.19999999999999998
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666667
1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5
1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33333333333333337
1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666667
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.2222222222222222
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7777777777777778
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33333333333333337
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.625
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.37500000000000006
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.4666666666666666
1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5333333333333333
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.42857142857142855
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5714285714285714
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8125
1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.18750000000000003
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.06250000000000001
1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9375000000000001
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4
1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.810126582278481
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18987341772151897
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7272727272727273
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2727272727272727
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2542372881355932
1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.7457627118644068
1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.21739130434782608
1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.782608695652174
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.75
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.25
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4
1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.6
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.5
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5
1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.18750000000000003
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.8125
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
